Ceremony,Year,Class,CanonicalCategory,Category,NomId,Film,FilmId,Name,Nominees,NomineeIds,Winner,join_key,tmdb_id
71,1998,Music,"MUSIC (Original Song Score or Adaptation Score)","MUSIC (Original Musical or Comedy Score)",an0057256,"Patch Adams",tt0129290,"Marc Shaiman","Marc Shaiman",nm0003299,,patchadams,10312
71,1998,Music,"MUSIC (Original Song Score or Adaptation Score)","MUSIC (Original Musical or Comedy Score)",an0057257,"The Prince of Egypt",tt0120794,"Music and Lyrics by Stephen Schwartz; Orchestral Score by Hans Zimmer","Stephen Schwartz, Hans Zimmer","nm0777451,nm0001877",,theprinceofegypt,9837
71,1998,Music,"MUSIC (Original Song Score or Adaptation Score)","MUSIC (Original Musical or Comedy Score)",an0057253,"Shakespeare in Love",tt0138097,"Stephen Warbeck","Stephen Warbeck",nm0006339,TRUE,shakespeareinlove,1934
71,1998,Music,"MUSIC (Original Song)","MUSIC (Original Song)",an0057249,Armageddon,tt0120591,"Music and Lyric by Diane Warren","Diane Warren",nm0005534,,armageddon,95
71,1998,Music,"MUSIC (Original Song)","MUSIC (Original Song)",an0057250,"Quest for Camelot",tt0120800,"Music by Carole Bayer Sager and David Foster; Lyric by Carole Bayer Sager, David Foster, Tony Renis and Alberto Testa","Carole Bayer Sager, David Foster, Tony Renis, Alberto Testa","nm0004728,nm0287757,nm0719554,nm0856413",,questforcamelot,18937
71,1998,Music,"MUSIC (Original Song)","MUSIC (Original Song)",an0057251,"The Horse Whisperer",tt0119314,"Music and Lyric by Allison Moorer and Gwil Owen","Allison Moorer, Gwil Owen","nm0602070,nm1666203",,thehorsewhisperer,547
71,1998,Music,"MUSIC (Original Song)","MUSIC (Original Song)",an0057252,"Babe: Pig in the City",tt0120595,"Music and Lyric by Randy Newman","Randy Newman",nm0005271,,babepiginthecity,9447
71,1998,Music,"MUSIC (Original Song)","MUSIC (Original Song)",an0057248,"The Prince of Egypt",tt0120794,"Music and Lyric by Stephen Schwartz","Stephen Schwartz",nm0777451,TRUE,theprinceofegypt,9837
71,1998,Title,"BEST PICTURE","BEST PICTURE",an0057175,Elizabeth,tt0127536,"Alison Owen, Eric Fellner and Tim Bevan, Producers","Alison Owen, Eric Fellner, Tim Bevan","nm0654077,nm0271479,nm0079677",,elizabeth,4518
71,1998,Title,"BEST PICTURE","BEST PICTURE",an0057177,"Saving Private Ryan",tt0120815,"Steven Spielberg, Ian Bryce, Mark Gordon and Gary Levinsohn, Producers","Steven Spielberg, Ian Bryce, Mark Gordon, Gary Levinsohn","nm0000229,nm0117290,nm0330428,nm0506013",,savingprivateryan,857
71,1998,Title,"BEST PICTURE","BEST PICTURE",an0057174,"Shakespeare in Love",tt0138097,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers","David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick, Marc Norman","nm0661406,nm0317642,nm0005544,nm0001880,nm0635565",TRUE,shakespeareinlove,1934
71,1998,Title,"BEST PICTURE","BEST PICTURE",an0057178,"The Thin Red Line",tt0120863,"Robert Michael Geisler, John Roberdeau and Grant Hill, Producers","Robert Michael Geisler, John Roberdeau, Grant Hill","nm0312059,nm0730535,nm0384294",,thethinredline,8741
71,1998,Production,"SOUND MIXING",SOUND,an0057230,Armageddon,tt0120591,"Kevin O'Connell, Greg P. Russell, Keith A. Wester","Kevin O'Connell, Greg P. Russell, Keith A. Wester","nm0640114,nm0751169,nm0199492",,armageddon,95
71,1998,Production,"SOUND MIXING",SOUND,an0057231,"The Mask of Zorro",tt0120746,"Kevin O'Connell, Greg P. Russell, Pud Cusack","Kevin O'Connell, Greg P. Russell, Pud Cusack","nm0640114,nm0751169,nm0193650",,themaskofzorro,9342
71,1998,Production,"SOUND MIXING",SOUND,an0057229,"Saving Private Ryan",tt0120815,"Gary Rydstrom, Gary Summers, Andy Nelson, Ronald Judkins","Gary Rydstrom, Gary Summers, Andy Nelson, Ronald Judkins","nm0003977,nm0838707,nm0625144,nm0431954",TRUE,savingprivateryan,857
71,1998,Production,"SOUND MIXING",SOUND,an0057232,"Shakespeare in Love",tt0138097,"Robin O'Donoghue, Dominic Lester, Peter Glossop","Robin O'Donoghue, Dominic Lester, Peter Glossop","nm0640877,nm0504438,nm0323049",,shakespeareinlove,1934
71,1998,Production,"SOUND MIXING",SOUND,an0057233,"The Thin Red Line",tt0120863,"Andy Nelson, Anna Behlmer, Paul Brincat","Andy Nelson, Anna Behlmer, Paul Brincat","nm0625144,nm0066933,nm0109444",,thethinredline,8741
71,1998,Production,"SOUND EDITING","SOUND EFFECTS EDITING",an0057240,Armageddon,tt0120591,"George Watters II","George Watters II",nm0915036,,armageddon,95
71,1998,Production,"SOUND EDITING","SOUND EFFECTS EDITING",an0057241,"The Mask of Zorro",tt0120746,"David McMoyler","David McMoyler",nm0573393,,themaskofzorro,9342
71,1998,Production,"SOUND EDITING","SOUND EFFECTS EDITING",an0057239,"Saving Private Ryan",tt0120815,"Gary Rydstrom, Richard Hymns","Gary Rydstrom, Richard Hymns","nm0003977,nm0405232",TRUE,savingprivateryan,857
71,1998,Production,"VISUAL EFFECTS","VISUAL EFFECTS",an0057243,Armageddon,tt0120591,"Richard R. Hoover, Pat McClung, John Frazier","Richard R. Hoover, Pat McClung, John Frazier","nm0393923,nm0565957,nm0292594",,armageddon,95
71,1998,Production,"VISUAL EFFECTS","VISUAL EFFECTS",an0057244,"Mighty Joe Young",tt0120751,"Rick Baker, Hoyt Yeatman, Allen Hall, Jim Mitchell","Rick Baker, Hoyt Yeatman, Allen Hall, Jim Mitchell","nm0000711,nm0947087,nm0355292,nm0593437",,mightyjoeyoung,9822
71,1998,Production,"VISUAL EFFECTS","VISUAL EFFECTS",an0057242,"What Dreams May Come",tt0120889,"Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack","Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack","nm0006699,nm0112172,nm0732035,nm0533034",TRUE,whatdreamsmaycome,12159
71,1998,Writing,"WRITING (Adapted Screenplay)","WRITING (Screenplay Based on Material Previously Produced or Published)",an0057209,"Gods and Monsters",tt0120684,"Bill Condon","Bill Condon",nm0174374,TRUE,godsandmonsters,3033
71,1998,Writing,"WRITING (Adapted Screenplay)","WRITING (Screenplay Based on Material Previously Produced or Published)",an0057210,"Out of Sight",tt0120780,"Scott Frank","Scott Frank",nm0291082,,outofsight,1389
71,1998,Writing,"WRITING (Adapted Screenplay)","WRITING (Screenplay Based on Material Previously Produced or Published)",an0057211,"Primary Colors",tt0119942,"Elaine May","Elaine May",nm0561938,,primarycolors,9440
71,1998,Writing,"WRITING (Adapted Screenplay)","WRITING (Screenplay Based on Material Previously Produced or Published)",an0057212,"A Simple Plan",tt0120324,"Scott B. Smith","Scott B. Smith",nm0809895,,asimpleplan,10223
71,1998,Writing,"WRITING (Adapted Screenplay)","WRITING (Screenplay Based on Material Previously Produced or Published)",an0057213,"The Thin Red Line",tt0120863,"Terrence Malick","Terrence Malick",nm0000517,,thethinredline,8741
71,1998,Writing,"WRITING (Original Screenplay)","WRITING (Screenplay Written Directly for the Screen)",an0057205,Bulworth,tt0118798,"Screenplay by Warren Beatty, Jeremy Pikser; Story by Warren Beatty","Warren Beatty, Jeremy Pikser","nm0000886,nm0683282",,bulworth,9452
71,1998,Writing,"WRITING (Original Screenplay)","WRITING (Screenplay Written Directly for the Screen)",an0057207,"Saving Private Ryan",tt0120815,"Robert Rodat","Robert Rodat",nm0734441,,savingprivateryan,857
71,1998,Writing,"WRITING (Original Screenplay)","WRITING (Screenplay Written Directly for the Screen)",an0057204,"Shakespeare in Love",tt0138097,"Marc Norman, Tom Stoppard","Marc Norman, Tom Stoppard","nm0635565,nm0001779",TRUE,shakespeareinlove,1934
71,1998,Writing,"WRITING (Original Screenplay)","WRITING (Screenplay Written Directly for the Screen)",an0057208,"The Truman Show",tt0120382,"Andrew Niccol","Andrew Niccol",nm0629272,,thetrumanshow,37165
72,1999,Acting,"ACTOR IN A LEADING ROLE","ACTOR IN A LEADING ROLE",an0055165,"The Insider",tt0140352,"Russell Crowe","Russell Crowe",nm0000128,,theinsider,9008
72,1999,Acting,"ACTOR IN A LEADING ROLE","ACTOR IN A LEADING ROLE",an0055166,"The Straight Story",tt0166896,"Richard Farnsworth","Richard Farnsworth",nm0002070,,thestraightstory,404
72,1999,Acting,"ACTOR IN A LEADING ROLE","ACTOR IN A LEADING ROLE",an0055164,"American Beauty",tt0169547,"Kevin Spacey","Kevin Spacey",nm0000228,TRUE,americanbeauty,14
72,1999,Acting,"ACTOR IN A LEADING ROLE","ACTOR IN A LEADING ROLE",an0055168,"The Hurricane",tt0174856,"Denzel Washington","Denzel Washington",nm0000243,,thehurricane,10400
72,1999,Acting,"ACTOR IN A SUPPORTING ROLE","ACTOR IN A SUPPORTING ROLE",an0055170,Magnolia,tt0175880,"Tom Cruise","Tom Cruise",nm0000129,,magnolia,334
72,1999,Acting,"ACTOR IN A SUPPORTING ROLE","ACTOR IN A SUPPORTING ROLE",an0055171,"The Green Mile",tt0120689,"Michael Clarke Duncan","Michael Clarke Duncan",nm0003817,,thegreenmile,497
72,1999,Acting,"ACTOR IN A SUPPORTING ROLE","ACTOR IN A SUPPORTING ROLE",an0055172,"The Talented Mr. Ripley",tt0134119,"Jude Law","Jude Law",nm0000179,,thetalentedmrripley,1213
72,1999,Acting,"ACTOR IN A SUPPORTING ROLE","ACTOR IN A SUPPORTING ROLE",an0055173,"The Sixth Sense",tt0167404,"Haley Joel Osment","Haley Joel Osment",nm0005286,,thesixthsense,745
72,1999,Acting,"ACTRESS IN A LEADING ROLE","ACTRESS IN A LEADING ROLE",an0055175,"American Beauty",tt0169547,"Annette Bening","Annette Bening",nm0000906,,americanbeauty,14
72,1999,Acting,"ACTRESS IN A LEADING ROLE","ACTRESS IN A LEADING ROLE",an0055176,Tumbleweeds,tt0161023,"Janet McTeer","Janet McTeer",nm0005216,,tumbleweeds,55123
72,1999,Acting,"ACTRESS IN A LEADING ROLE","ACTRESS IN A LEADING ROLE",an0055177,"The End of the Affair",tt0172396,"Julianne Moore","Julianne Moore",nm0000194,,theendoftheaffair,20024
72,1999,Acting,"ACTRESS IN A LEADING ROLE","ACTRESS IN A LEADING ROLE",an0055174,"Boys Don't Cry",tt0171804,"Hilary Swank","Hilary Swank",nm0005476,TRUE,boysdontcry,226
72,1999,Acting,"ACTRESS IN A SUPPORTING ROLE","ACTRESS IN A SUPPORTING ROLE",an0055180,"The Sixth Sense",tt0167404,"Toni Collette","Toni Collette",nm0001057,,thesixthsense,745
72,1999,Acting,"ACTRESS IN A SUPPORTING ROLE","ACTRESS IN A SUPPORTING ROLE",an0055179,"Girl, Interrupted",tt0172493,"Angelina Jolie","Angelina Jolie",nm0001401,TRUE,girlinterrupted,3558
72,1999,Acting,"ACTRESS IN A SUPPORTING ROLE","ACTRESS IN A SUPPORTING ROLE",an0055181,"Being John Malkovich",tt0120601,"Catherine Keener","Catherine Keener",nm0001416,,beingjohnmalkovich,492
72,1999,Acting,"ACTRESS IN A SUPPORTING ROLE","ACTRESS IN A SUPPORTING ROLE",an0055183,"Boys Don't Cry",tt0171804,"Chloë Sevigny","Chloë Sevigny",nm0001721,,boysdontcry,226
72,1999,Production,"ART DIRECTION","ART DIRECTION",an0055200,"Anna and the King",tt0166485,"Art Direction: Luciana Arrighi; Set Decoration: Ian Whittaker","Luciana Arrighi, Ian Whittaker","nm0002186,nm0926434",,annaandtheking,1439
72,1999,Production,"ART DIRECTION","ART DIRECTION",an0055202,"The Talented Mr. Ripley",tt0134119,"Art Direction: Roy Walker; Set Decoration: Bruno Cesari","Roy Walker, Bruno Cesari","nm0908178,nm0149055",,thetalentedmrripley,1213
72,1999,Production,"ART DIRECTION","ART DIRECTION",an0055203,Topsy-Turvy,tt0151568,"Art Direction: Eve Stewart; Set Decoration: Eve Stewart, John Bush","Eve Stewart, John Bush","nm0829378,nm0124151",,topsyturvy,46435
72,1999,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0055204,"American Beauty",tt0169547,"Conrad L. Hall","Conrad L. Hall",nm0005734,TRUE,americanbeauty,14
72,1999,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0055205,"The End of the Affair",tt0172396,"Roger Pratt","Roger Pratt",nm0695536,,theendoftheaffair,20024
72,1999,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0055206,"The Insider",tt0140352,"Dante Spinotti","Dante Spinotti",nm0005883,,theinsider,9008
72,1999,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0055208,"Snow Falling on Cedars",tt0120834,"Robert Richardson","Robert Richardson",nm0724744,,snowfallingoncedars,10219
72,1999,Production,"COSTUME DESIGN","COSTUME DESIGN",an0055210,"Anna and the King",tt0166485,"Jenny Beavan","Jenny Beavan",nm0064746,,annaandtheking,1439
72,1999,Production,"COSTUME DESIGN","COSTUME DESIGN",an0055212,"The Talented Mr. Ripley",tt0134119,"Ann Roth, Gary Jones","Ann Roth, Gary Jones","nm0744778,nm0428105",,thetalentedmrripley,1213
72,1999,Production,"COSTUME DESIGN","COSTUME DESIGN",an0055209,Topsy-Turvy,tt0151568,"Lindy Hemming","Lindy Hemming",nm0376089,TRUE,topsyturvy,46435
72,1999,Directing,DIRECTING,DIRECTING,an0055184,"American Beauty",tt0169547,"Sam Mendes","Sam Mendes",nm0005222,TRUE,americanbeauty,14
72,1999,Directing,DIRECTING,DIRECTING,an0055185,"Being John Malkovich",tt0120601,"Spike Jonze","Spike Jonze",nm0005069,,beingjohnmalkovich,492
72,1999,Directing,DIRECTING,DIRECTING,an0055187,"The Insider",tt0140352,"Michael Mann","Michael Mann",nm0000520,,theinsider,9008
72,1999,Directing,DIRECTING,DIRECTING,an0055188,"The Sixth Sense",tt0167404,"M. Night Shyamalan","M. Night Shyamalan",nm0796117,,thesixthsense,745
72,1999,Production,"FILM EDITING","FILM EDITING",an0055215,"American Beauty",tt0169547,"Tariq Anwar, Christopher Greenbury","Tariq Anwar, Christopher Greenbury","nm0031697,nm0338642",,americanbeauty,14
72,1999,Production,"FILM EDITING","FILM EDITING",an0055217,"The Insider",tt0140352,"William Goldenberg, Paul Rubell, David Rosenbloom","William Goldenberg, Paul Rubell, David Rosenbloom","nm0325549,nm0747824,nm0742430",,theinsider,9008
72,1999,Production,"FILM EDITING","FILM EDITING",an0055214,"The Matrix",tt0133093,"Zach Staenberg","Zach Staenberg",nm0821205,TRUE,thematrix,603
72,1999,Production,"FILM EDITING","FILM EDITING",an0055218,"The Sixth Sense",tt0167404,"Andrew Mondshein","Andrew Mondshein",nm0597812,,thesixthsense,745
72,1999,Production,"MAKEUP AND HAIRSTYLING",MAKEUP,an0055220,"Austin Powers: The Spy Who Shagged Me",tt0145660,"Michèle Burke, Mike Smithson","Michèle Burke, Mike Smithson","nm0121807,nm0810480",,austinpowersthespywhoshaggedme,817
72,1999,Production,"MAKEUP AND HAIRSTYLING",MAKEUP,an0055221,"Bicentennial Man",tt0182789,"Greg Cannom","Greg Cannom",nm0134148,,bicentennialman,2277
72,1999,Production,"MAKEUP AND HAIRSTYLING",MAKEUP,an0055219,Topsy-Turvy,tt0151568,"Christine Blundell, Trefor Proud","Christine Blundell, Trefor Proud","nm0089879,nm0698896",TRUE,topsyturvy,46435
72,1999,Music,"MUSIC (Original Score)","MUSIC (Original Score)",an0055224,"American Beauty",tt0169547,"Thomas Newman","Thomas Newman",nm0002353,,americanbeauty,14
72,1999,Music,"MUSIC (Original Score)","MUSIC (Original Score)",an0055225,"Angela's Ashes",tt0145653,"John Williams","John Williams",nm0002354,,angelasashes,10397
72,1999,Music,"MUSIC (Original Score)","MUSIC (Original Score)",an0055223,"The Red Violin",tt0120802,"John Corigliano","John Corigliano",nm0179858,TRUE,theredviolin,14283
72,1999,Music,"MUSIC (Original Score)","MUSIC (Original Score)",an0055227,"The Talented Mr. Ripley",tt0134119,"Gabriel Yared","Gabriel Yared",nm0001189,,thetalentedmrripley,1213
72,1999,Music,"MUSIC (Original Song)","MUSIC (Original Song)",an0055229,"South Park: Bigger, Longer & Uncut",tt0158983,"Music and Lyric by Trey Parker and Marc Shaiman","Trey Parker, Marc Shaiman","nm0005295,nm0003299",,southparkbiggerlongeruncut,9473
72,1999,Music,"MUSIC (Original Song)","MUSIC (Original Song)",an0055231,Magnolia,tt0175880,"Music and Lyric by Aimee Mann","Aimee Mann",nm0005181,,magnolia,334
72,1999,Music,"MUSIC (Original Song)","MUSIC (Original Song)",an0055232,"Toy Story 2",tt0120363,"Music and Lyric by Randy Newman","Randy Newman",nm0005271,,toystory2,863
72,1999,Title,"BEST PICTURE","BEST PICTURE",an0055159,"American Beauty",tt0169547,"Bruce Cohen and Dan Jinks, Producers","Bruce Cohen, Dan Jinks","nm0169260,nm0423134",TRUE,americanbeauty,14
72,1999,Title,"BEST PICTURE","BEST PICTURE",an0055161,"The Green Mile",tt0120689,"David Valdes and Frank Darabont, Producers","David Valdes, Frank Darabont","nm0883603,nm0001104",,thegreenmile,497
72,1999,Title,"BEST PICTURE","BEST PICTURE",an0055162,"The Insider",tt0140352,"Michael Mann and Pieter Jan Brugge, Producers","Michael Mann, Pieter Jan Brugge","nm0000520,nm0115764",,theinsider,9008
72,1999,Title,"BEST PICTURE","BEST PICTURE",an0055163,"The Sixth Sense",tt0167404,"Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers","Frank Marshall, Kathleen Kennedy, Barry Mendel","nm0550881,nm0005086,nm0578814",,thesixthsense,745
72,1999,Production,"SOUND MIXING",SOUND,an0055234,"The Green Mile",tt0120689,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton","Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton","nm0514448,nm0006525,nm0378655,nm0123770",,thegreenmile,497
72,1999,Production,"SOUND MIXING",SOUND,an0055235,"The Insider",tt0140352,"Andy Nelson, Doug Hemphill, Lee Orloff","Andy Nelson, Doug Hemphill, Lee Orloff","nm0625144,nm0376153,nm0650090",,theinsider,9008
72,1999,Production,"SOUND MIXING",SOUND,an0055233,"The Matrix",tt0133093,"John Reitz, Gregg Rudloff, David Campbell, David Lee","John Reitz, Gregg Rudloff, David Campbell, David Lee","nm0718676,nm0748832,nm0132372,nm1325883",TRUE,thematrix,603
72,1999,Production,"SOUND MIXING",SOUND,an0055237,"Star Wars Episode I: The Phantom Menace",tt0120915,"Gary Rydstrom, Tom Johnson, Shawn Murphy, John Midgley","Gary Rydstrom, Tom Johnson, Shawn Murphy, John Midgley","nm0003977,nm0426348,nm0004156,nm0585611",,starwarsepisodeithephantommenace,1893
72,1999,Production,"SOUND EDITING","SOUND EFFECTS EDITING",an0055239,"Fight Club",tt0137523,"Ren Klyce, Richard Hymns","Ren Klyce, Richard Hymns","nm0460274,nm0405232",,fightclub,550
72,1999,Production,"SOUND EDITING","SOUND EFFECTS EDITING",an0055238,"The Matrix",tt0133093,"Dane A. Davis","Dane A. Davis",nm0204424,TRUE,thematrix,603
72,1999,Production,"SOUND EDITING","SOUND EFFECTS EDITING",an0055240,"Star Wars Episode I: The Phantom Menace",tt0120915,"Ben Burtt, Tom Bellfort","Ben Burtt, Tom Bellfort","nm0123785,nm0068938",,starwarsepisodeithephantommenace,1893
72,1999,Production,"VISUAL EFFECTS","VISUAL EFFECTS",an0055241,"The Matrix",tt0133093,"John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum","John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum","nm0300665,nm0802938,nm0183871,nm0862039",TRUE,thematrix,603
72,1999,Production,"VISUAL EFFECTS","VISUAL EFFECTS",an0055242,"Star Wars Episode I: The Phantom Menace",tt0120915,"John Knoll, Dennis Muren, Scott Squires, Rob Coleman","John Knoll, Dennis Muren, Scott Squires, Rob Coleman","nm0461306,nm0613830,nm0820140,nm0171197",,starwarsepisodeithephantommenace,1893
72,1999,Production,"VISUAL EFFECTS","VISUAL EFFECTS",an0055243,"Stuart Little",tt0164912,"John Dykstra, Jerome Chen, Henry F. Anderson III, Eric Allard","John Dykstra, Jerome Chen, Henry F. Anderson III, Eric Allard","nm0004375,nm0155259,nm0026801,nm0020063",,stuartlittle,10137
72,1999,Writing,"WRITING (Adapted Screenplay)","WRITING (Screenplay Based on Material Previously Produced or Published)",an0055190,Election,tt0126886,"Alexander Payne, Jim Taylor","Alexander Payne, Jim Taylor","nm0668247,nm0852591",,election,9451
72,1999,Writing,"WRITING (Adapted Screenplay)","WRITING (Screenplay Based on Material Previously Produced or Published)",an0055191,"The Green Mile",tt0120689,"Frank Darabont","Frank Darabont",nm0001104,,thegreenmile,497
72,1999,Writing,"WRITING (Adapted Screenplay)","WRITING (Screenplay Based on Material Previously Produced or Published)",an0055192,"The Insider",tt0140352,"Eric Roth, Michael Mann","Eric Roth, Michael Mann","nm0744839,nm0000520",,theinsider,9008
72,1999,Writing,"WRITING (Adapted Screenplay)","WRITING (Screenplay Based on Material Previously Produced or Published)",an0055193,"The Talented Mr. Ripley",tt0134119,"Anthony Minghella","Anthony Minghella",nm0005237,,thetalentedmrripley,1213
72,1999,Writing,"WRITING (Original Screenplay)","WRITING (Screenplay Written Directly for the Screen)",an0055194,"American Beauty",tt0169547,"Alan Ball","Alan Ball",nm0050332,TRUE,americanbeauty,14
72,1999,Writing,"WRITING (Original Screenplay)","WRITING (Screenplay Written Directly for the Screen)",an0055195,"Being John Malkovich",tt0120601,"Charlie Kaufman","Charlie Kaufman",nm0442109,,beingjohnmalkovich,492
72,1999,Writing,"WRITING (Original Screenplay)","WRITING (Screenplay Written Directly for the Screen)",an0055196,Magnolia,tt0175880,"Paul Thomas Anderson","Paul Thomas Anderson",nm0000759,,magnolia,334
72,1999,Writing,"WRITING (Original Screenplay)","WRITING (Screenplay Written Directly for the Screen)",an0055197,"The Sixth Sense",tt0167404,"M. Night Shyamalan","M. Night Shyamalan",nm0796117,,thesixthsense,745
72,1999,Writing,"WRITING (Original Screenplay)","WRITING (Screenplay Written Directly for the Screen)",an0055198,Topsy-Turvy,tt0151568,"Mike Leigh","Mike Leigh",nm0005139,,topsyturvy,46435
73,2000,Acting,"ACTOR IN A LEADING ROLE","ACTOR IN A LEADING ROLE",an0050793,Gladiator,tt0172495,"Russell Crowe","Russell Crowe",nm0000128,TRUE,gladiator,98
73,2000,Acting,"ACTOR IN A LEADING ROLE","ACTOR IN A LEADING ROLE",an0050795,"Cast Away",tt0162222,"Tom Hanks","Tom Hanks",nm0000158,,castaway,8358
73,2000,Acting,"ACTOR IN A LEADING ROLE","ACTOR IN A LEADING ROLE",an0050796,Pollock,tt0183659,"Ed Harris","Ed Harris",nm0000438,,pollock,12509
73,2000,Acting,"ACTOR IN A LEADING ROLE","ACTOR IN A LEADING ROLE",an0050797,Quills,tt0180073,"Geoffrey Rush","Geoffrey Rush",nm0001691,,quills,10876
73,2000,Acting,"ACTOR IN A SUPPORTING ROLE","ACTOR IN A SUPPORTING ROLE",an0050799,"The Contender",tt0208874,"Jeff Bridges","Jeff Bridges",nm0000313,,thecontender,6521
73,2000,Acting,"ACTOR IN A SUPPORTING ROLE","ACTOR IN A SUPPORTING ROLE",an0050802,"Shadow of the Vampire",tt0189998,"Willem Dafoe","Willem Dafoe",nm0000353,,shadowofthevampire,10873
73,2000,Acting,"ACTOR IN A SUPPORTING ROLE","ACTOR IN A SUPPORTING ROLE",an0050798,Traffic,tt0181865,"Benicio Del Toro","Benicio Del Toro",nm0001125,TRUE,traffic,1900
73,2000,Acting,"ACTOR IN A SUPPORTING ROLE","ACTOR IN A SUPPORTING ROLE",an0050800,"Erin Brockovich",tt0195685,"Albert Finney","Albert Finney",nm0001215,,erinbrockovich,462
73,2000,Acting,"ACTOR IN A SUPPORTING ROLE","ACTOR IN A SUPPORTING ROLE",an0050801,Gladiator,tt0172495,"Joaquin Phoenix","Joaquin Phoenix",nm0001618,,gladiator,98
73,2000,Acting,"ACTRESS IN A LEADING ROLE","ACTRESS IN A LEADING ROLE",an0050805,"The Contender",tt0208874,"Joan Allen","Joan Allen",nm0000260,,thecontender,6521
73,2000,Acting,"ACTRESS IN A LEADING ROLE","ACTRESS IN A LEADING ROLE",an0050804,Chocolat,tt0241303,"Juliette Binoche","Juliette Binoche",nm0000300,,chocolat,392
73,2000,Acting,"ACTRESS IN A LEADING ROLE","ACTRESS IN A LEADING ROLE",an0050806,"Requiem for a Dream",tt0180093,"Ellen Burstyn","Ellen Burstyn",nm0000995,,requiemforadream,641
73,2000,Acting,"ACTRESS IN A LEADING ROLE","ACTRESS IN A LEADING ROLE",an0050807,"You Can Count on Me",tt0203230,"Laura Linney","Laura Linney",nm0001473,,youcancountonme,14295
73,2000,Acting,"ACTRESS IN A LEADING ROLE","ACTRESS IN A LEADING ROLE",an0050803,"Erin Brockovich",tt0195685,"Julia Roberts","Julia Roberts",nm0000210,TRUE,erinbrockovich,462
73,2000,Acting,"ACTRESS IN A SUPPORTING ROLE","ACTRESS IN A SUPPORTING ROLE",an0050812,Chocolat,tt0241303,"Judi Dench","Judi Dench",nm0001132,,chocolat,392
73,2000,Acting,"ACTRESS IN A SUPPORTING ROLE","ACTRESS IN A SUPPORTING ROLE",an0050808,Pollock,tt0183659,"Marcia Gay Harden","Marcia Gay Harden",nm0001315,TRUE,pollock,12509
73,2000,Acting,"ACTRESS IN A SUPPORTING ROLE","ACTRESS IN A SUPPORTING ROLE",an0050809,"Almost Famous",tt0181875,"Kate Hudson","Kate Hudson",nm0005028,,almostfamous,786
73,2000,Acting,"ACTRESS IN A SUPPORTING ROLE","ACTRESS IN A SUPPORTING ROLE",an0050810,"Almost Famous",tt0181875,"Frances McDormand","Frances McDormand",nm0000531,,almostfamous,786
73,2000,Acting,"ACTRESS IN A SUPPORTING ROLE","ACTRESS IN A SUPPORTING ROLE",an0050811,"Billy Elliot",tt0249462,"Julie Walters","Julie Walters",nm0910278,,billyelliot,71
73,2000,Production,"ART DIRECTION","ART DIRECTION",an0349612,Gladiator,tt0172495,"Art Direction: Arthur Max; Set Decoration: Crispian Sallis","Arthur Max, Crispian Sallis","nm0561480,nm0758605",,gladiator,98
73,2000,Production,"ART DIRECTION","ART DIRECTION",an0349613,Quills,tt0180073,"Art Direction: Martin Childs; Set Decoration: Jill Quertier","Martin Childs, Jill Quertier","nm0157575,nm0703296",,quills,10876
73,2000,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0050834,Gladiator,tt0172495,"John Mathieson","John Mathieson",nm0558822,,gladiator,98
73,2000,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0050836,"O Brother, Where Art Thou?",tt0190590,"Roger Deakins","Roger Deakins",nm0005683,,obrotherwhereartthou,134
73,2000,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0050837,"The Patriot",tt0187393,"Caleb Deschanel","Caleb Deschanel",nm0221042,,thepatriot,2024
73,2000,Production,"COSTUME DESIGN","COSTUME DESIGN",an0050838,Gladiator,tt0172495,"Janty Yates","Janty Yates",nm0946765,TRUE,gladiator,98
73,2000,Production,"COSTUME DESIGN","COSTUME DESIGN",an0050839,"102 Dalmatians",tt0211181,"Anthony Powell","Anthony Powell",nm0694018,,102dalmatians,10481
73,2000,Production,"COSTUME DESIGN","COSTUME DESIGN",an0050841,Quills,tt0180073,"Jacqueline West","Jacqueline West",nm0922113,,quills,10876
73,2000,Directing,DIRECTING,DIRECTING,an0050814,"Billy Elliot",tt0249462,"Stephen Daldry","Stephen Daldry",nm0197636,,billyelliot,71
73,2000,Directing,DIRECTING,DIRECTING,an0050815,"Erin Brockovich",tt0195685,"Steven Soderbergh","Steven Soderbergh",nm0001752,,erinbrockovich,462
